PType,Name,Radius(m),Mass(Kg),Volume(m^3),Density(Kg/m^3),Log Density,Log Radius,Log D/Log R,Mean,Median,Std. Dev.
WD,WDJ003817.52-291824.84,5.18E+15,8.82E+29,,,,,-1.133988316,,,
WD,WDJ003732.65-431824.33,8.97E+15,8.83E+29,,,,,-1.161832815,,,
WD,WDJ003426.73-540207.18,7.40E+15,8.83E+29,,,,,-1.15218393,,,
WD,WDJ005021.28+325837.56,1.01E+16,8.83E+29,,,,,-1.167559346,,,
WD,WDJ004415.12+254235.77,1.29E+15,8.83E+29,,,,,-1.059332527,,,
WD,WDJ003356.17+180824.57,7.78E+15,8.83E+29,,,,,-1.154701902,,,
WD,WDJ002642.95-625923.47,1.83E+16,8.83E+29,,,,,-1.196849708,,,
WD,WDJ004434.26-351938.76,4.91E+15,8.84E+29,,,,,-1.131190174,,,
WD,WDJ003703.95+325028.97,1.69E+15,8.84E+29,,,,,-1.074243896,,,
WD,WDJ002911.20-343344.80,4.07E+15,8.84E+29,,,,,-1.121449878,,,
WD,WDJ003956.78+222858.43,4.12E+15,8.84E+29,,,,,-1.12207226,,,
WD,WDJ003713.54-072223.95,6.11E+16,8.84E+29,,,,,-1.253056658,,,
WD,WDJ004807.09+213416.06,5.63E+15,8.84E+29,,,,,-1.138192484,,,
WD,WDJ003610.74+192616.91,1.13E+16,8.84E+29,,,,,-1.173066961,,,
WD,WDJ003908.49+151556.10,6.93E+15,8.84E+29,,,,,-1.14879052,,,
WD,WDJ005007.66-314946.28,6.11E+15,8.84E+29,,,,,-1.142357236,,,
WD,WDJ003047.51+210645.50,9.19E+15,8.84E+29,,,,,-1.163007492,,,
WD,WDJ002914.54+560831.32,2.89E+15,8.85E+29,,,,,-1.103339277,,,
WD,WDJ004409.59-100657.43,7.81E+15,8.85E+29,,,,,-1.154818311,,,
WD,WDJ003831.58-080927.10,2.52E+15,8.85E+29,,,,,-1.095904458,,,
WD,WDJ003130.30-825239.63,3.13E+16,8.85E+29,,,,,-1.222226221,,,
WD,WDJ004951.87+553429.13,8.88E+15,8.85E+29,,,,,-1.161273871,,,
WD,WDJ004450.93-512555.59,1.24E+15,8.85E+29,,,,,-1.056968785,,,
WD,WDJ002740.12+531618.01,6.99E+15,8.85E+29,,,,,-1.149188108,,,
WD,WDJ002628.17-480330.13,4.43E+15,8.86E+29,,,,,-1.125698871,,,
WD,WDJ004919.56-233422.94,1.01E+16,8.86E+29,,,,,-1.167719949,,,
WD,WDJ004716.66+323906.86,2.79E+16,8.86E+29,,,,,-1.216886877,,,
WD,WDJ002518.58-222835.29,5.43E+15,8.86E+29,,,,,-1.136297687,,,
WD,WDJ003118.54-224711.49,1.11E+16,8.86E+29,,,,,-1.172480314,,,
WD,WDJ004457.57+704140.83,7.55E+15,8.86E+29,,,,,-1.153084496,,,
WD,WDJ002730.23+190643.85,3.78E+15,8.86E+29,,,,,-1.117370072,,,
WD,WDJ004141.17-475404.46,2.18E+15,8.87E+29,,,,,-1.088165912,,,
WD,WDJ003932.28+381644.99,1.99E+15,8.87E+29,,,,,-1.083056552,,,
WD,WDJ004218.64+225955.90,1.03E+15,8.87E+29,,,,,-1.046444249,,,
WD,WDJ004516.37+432109.71,5.97E+15,8.88E+29,,,,,-1.141106024,,,
WD,WDJ004159.41+254029.11,8.53E+15,8.88E+29,,,,,-1.159178748,,,
WD,WDJ003928.46+611929.32,8.75E+15,8.88E+29,,,,,-1.160430805,,,
WD,WDJ003900.79+060636.94,3.05E+15,8.88E+29,,,,,-1.10605954,,,
WD,WDJ004051.12+463956.36,3.31E+15,8.88E+29,,,,,-1.110392774,,,
WD,WDJ002753.61+070122.23,3.13E+15,8.88E+29,,,,,-1.107412592,,,
WD,WDJ003800.61+493259.09,2.10E+16,8.88E+29,,,,,-1.2032328,,,
WD,WDJ004647.66-071823.02,9.60E+15,8.88E+29,,,,,-1.165040571,,,
WD,WDJ004320.48-470216.59,1.12E+16,8.89E+29,,,,,-1.172795318,,,
WD,WDJ004101.64+203820.44,2.08E+16,8.89E+29,,,,,-1.202691314,,,
WD,WDJ004148.40+752803.82,1.58E+15,8.89E+29,,,,,-1.07057165,,,
WD,WDJ004258.69+334119.75,1.55E+16,8.89E+29,,,,,-1.188608753,,,
WD,WDJ004121.83+334022.21,1.75E+15,8.90E+29,,,,,-1.075938555,,,
WD,WDJ004643.26+215852.43,1.96E+15,8.90E+29,,,,,-1.082279475,,,
WD,WDJ003014.80+450355.52,1.89E+16,8.90E+29,,,,,-1.198286665,,,
WD,WDJ004252.52-515408.00,5.27E+15,8.90E+29,,,,,-1.13457867,,,
WD,WDJ004255.03+515319.65,9.43E+15,8.90E+29,,,,,-1.164138794,,,
WD,WDJ004124.55+594905.15,1.03E+15,8.90E+29,,,,,-1.046410175,,,
WD,WDJ003609.49+403545.28,3.35E+15,8.90E+29,,,,,-1.111008523,,,
WD,WDJ004853.60+262020.22,9.13E+15,8.90E+29,,,,,-1.162461438,,,
WD,WDJ002648.31-333352.38,1.22E+16,8.91E+29,,,,,-1.176814445,,,
WD,WDJ004542.76+255556.42,2.41E+16,8.91E+29,,,,,-1.20982186,,,
WD,WDJ004134.21-654203.98,7.90E+15,8.92E+29,,,,,-1.155207419,,,
WD,WDJ004658.16-272603.09,1.91E+15,8.92E+29,,,,,-1.080655933,,,
WD,WDJ002933.15-245024.87,7.17E+15,8.92E+29,,,,,-1.150294622,,,
WD,WDJ003810.60+434450.36,2.23E+15,8.92E+29,,,,,-1.089075241,,,
WD,WDJ002510.56-692947.23,4.64E+15,8.92E+29,,,,,-1.127991399,,,
WD,WDJ002722.37+432902.54,2.78E+15,8.93E+29,,,,,-1.100973521,,,
WD,WDJ003208.43-585810.55,2.32E+15,8.93E+29,,,,,-1.091231837,,,
WD,WDJ003209.86-025401.65,9.82E+13,8.94E+29,,,,,-0.9038935563,,,
WD,WDJ005017.58+451746.84,8.86E+15,8.94E+29,,,,,-1.160872926,,,
WD,WDJ003824.28+364430.27,3.40E+15,8.94E+29,,,,,-1.111646334,,,
WD,WDJ003040.95-795227.82,3.71E+15,8.94E+29,,,,,-1.116252159,,,
WD,WDJ003314.70+190204.04,2.57E+15,8.94E+29,,,,,-1.096753038,,,
WD,WDJ002625.48+253739.72,3.15E+15,8.94E+29,,,,,-1.107648442,,,
WD,WDJ004025.16-734645.86,8.87E+15,8.95E+29,,,,,-1.160919442,,,
WD,WDJ003109.05-022424.03,6.29E+15,8.95E+29,,,,,-1.143518116,,,
WD,WDJ003415.31+111736.22,1.31E+16,8.95E+29,,,,,-1.180365378,,,
WD,WDJ003132.63-171117.05,3.73E+15,8.96E+29,,,,,-1.116389323,,,
WD,WDJ003922.56-573915.40,5.07E+15,8.96E+29,,,,,-1.132431744,,,
WD,WDJ004950.71-284907.29,3.15E+15,8.96E+29,,,,,-1.107591555,,,
WD,WDJ003316.63-735756.98,3.63E+15,8.96E+29,,,,,-1.114995444,,,
WD,WDJ003423.55-513948.45,5.65E+15,8.96E+29,,,,,-1.138001496,,,
WD,WDJ004213.52+072149.75,1.19E+16,8.96E+29,,,,,-1.175634301,,,
WD,WDJ003018.86-274032.28,1.17E+15,8.96E+29,,,,,-1.053676826,,,
WD,WDJ003833.65+242022.41,4.44E+15,8.97E+29,,,,,-1.125498953,,,
WD,WDJ003956.84-644907.70,7.45E+15,8.97E+29,,,,,-1.152053045,,,
WD,WDJ004130.82-214551.16,1.03E+16,8.97E+29,,,,,-1.168348687,,,
WD,WDJ004641.32-464228.99,3.25E+15,8.97E+29,,,,,-1.10907515,,,
WD,WDJ004432.21-560152.55,1.08E+15,8.97E+29,,,,,-1.049110267,,,
WD,WDJ003116.69-720759.59,1.17E+16,8.98E+29,,,,,-1.174509472,,,
WD,WDJ003324.39+091350.89,6.07E+15,8.98E+29,,,,,-1.141611921,,,
WD,WDJ004543.59-745740.33,2.19E+15,8.98E+29,,,,,-1.087984689,,,
WD,WDJ002709.88-150207.73,8.46E+15,8.98E+29,,,,,-1.158465201,,,
WD,WDJ004310.44+482444.12,3.70E+15,8.98E+29,,,,,-1.116001479,,,
WD,WDJ002544.63-103452.15,1.04E+16,8.99E+29,,,,,-1.168589298,,,
WD,WDJ003044.78+463457.43,5.43E+15,8.99E+29,,,,,-1.135918988,,,
WD,WDJ002922.37+495755.34,8.01E+15,8.99E+29,,,,,-1.155683457,,,
WD,WDJ003556.22+033949.84,4.33E+15,8.99E+29,,,,,-1.124117865,,,
WD,WDJ002731.97+324541.44,1.96E+16,9.00E+29,,,,,-1.199664601,,,
WD,WDJ002850.85-525320.39,3.23E+15,9.00E+29,,,,,-1.108730108,,,
WD,WDJ002956.41+343355.14,2.48E+16,9.00E+29,,,,,-1.210849887,,,
WD,WDJ004432.93+843452.12,1.21E+16,9.00E+29,,,,,-1.17596989,,,
WD,WDJ003054.00-194503.09,9.28E+15,9.00E+29,,,,,-1.163032659,,,
WD,WDJ003917.06-320700.17,9.60E+15,9.00E+29,,,,,-1.164716635,,,
WD,WDJ002858.09-694632.06,3.15E+15,9.00E+29,,,,,-1.107352917,,,
WD,WDJ004911.73+344603.35,9.06E+14,9.01E+29,,,,,-1.03887015,,,
WD,WDJ004847.54+401856.07,5.94E+15,9.01E+29,,,,,-1.140445937,,,
WD,WDJ003613.19+813847.68,1.72E+15,9.01E+29,,,,,-1.074579646,,,
WD,WDJ004022.47+145835.03,2.61E+15,9.02E+29,,,,,-1.097258578,,,
WD,WDJ004538.43+414301.04,1.41E+16,9.03E+29,,,,,-1.183567026,,,
WD,WDJ003946.45-343132.33,4.29E+15,9.03E+29,,,,,-1.123540394,,,
WD,WDJ003813.63-633405.63,1.71E+16,9.03E+29,,,,,-1.192963738,,,
WD,WDJ003446.75-562701.97,9.70E+15,9.03E+29,,,,,-1.16510966,,,
WD,WDJ004315.10-372807.04,4.83E+15,9.03E+29,,,,,-1.129719425,,,
WD,WDJ002744.60-290754.38,6.81E+15,9.04E+29,,,,,-1.147287653,,,
WD,WDJ003517.59+450358.57,4.98E+15,9.04E+29,,,,,-1.131297895,,,
WD,WDJ002633.89+005425.92,6.02E+15,9.04E+29,,,,,-1.141033608,,,
WD,WDJ002829.67-121215.90,3.67E+15,9.04E+29,,,,,-1.115254831,,,
WD,WDJ003801.74-182855.90,1.32E+16,9.05E+29,,,,,-1.180354181,,,
WD,WDJ004425.17-340055.81,1.45E+16,9.05E+29,,,,,-1.184874371,,,
WD,WDJ003703.52+201951.27,6.61E+15,9.05E+29,,,,,-1.145720498,,,
WD,WDJ003247.36+523403.78,1.62E+16,9.05E+29,,,,,-1.190292921,,,
WD,WDJ004830.97+752500.29,3.35E+15,9.05E+29,,,,,-1.110552703,,,
WD,WDJ002607.91-224144.80,3.51E+15,9.05E+29,,,,,-1.1129283,,,
WD,WDJ002522.63+364148.64,1.18E+16,9.05E+29,,,,,-1.174657739,,,
WD,WDJ002851.08-594948.59,4.61E+15,9.05E+29,,,,,-1.127235588,,,
WD,WDJ003301.88-454335.92,1.63E+15,9.06E+29,,,,,-1.071691499,,,
WD,WDJ003625.48-641436.64,5.81E+15,9.07E+29,,,,,-1.139090645,,,
WD,WDJ003430.21+554613.23,2.38E+15,9.08E+29,,,,,-1.092240766,,,
WD,WDJ003507.48-172141.89,1.28E+16,9.08E+29,,,,,-1.178823546,,,
WD,WDJ003546.98-564410.29,1.88E+16,9.09E+29,,,,,-1.197372267,,,
WD,WDJ003652.03+411627.95,1.61E+16,9.10E+29,,,,,-1.189955758,,,
WD,WDJ004503.28-283729.51,2.95E+15,9.10E+29,,,,,-1.103665816,,,
WD,WDJ003253.01-575642.85,5.90E+15,9.11E+29,,,,,-1.139792616,,,
WD,WDJ004803.02+381351.35,1.59E+16,9.11E+29,,,,,-1.189044844,,,
WD,WDJ002909.81-880251.98,6.14E+15,9.11E+29,,,,,-1.141782912,,,
WD,WDJ004157.02-123740.68,1.17E+15,9.12E+29,,,,,-1.052859727,,,
WD,WDJ004317.41+303512.13,9.01E+15,9.12E+29,,,,,-1.161156631,,,
WD,WDJ002821.15+672513.51,2.39E+15,9.12E+29,,,,,-1.092219201,,,
WD,WDJ002958.40+272905.99,1.73E+15,9.13E+29,,,,,-1.074635136,,,
WD,WDJ004131.32-412828.38,2.55E+15,9.13E+29,,,,,-1.095779369,,,
WD,WDJ002533.23+540046.54,8.50E+15,9.14E+29,,,,,-1.158210227,,,
WD,WDJ004058.24+222025.32,4.98E+15,9.14E+29,,,,,-1.130956931,,,
WD,WDJ004301.64-201206.99,1.58E+15,9.14E+29,,,,,-1.069767504,,,
WD,WDJ004411.01+211315.66,6.42E+15,9.15E+29,,,,,-1.143938251,,,
WD,WDJ004451.87+544655.25,1.32E+16,9.16E+29,,,,,-1.180099271,,,
WD,WDJ004506.38-260108.29,4.89E+15,9.16E+29,,,,,-1.129915186,,,
WD,WDJ003753.70+442942.95,2.51E+15,9.16E+29,,,,,-1.094827186,,,
WD,WDJ004044.65+454833.27,2.37E+15,9.17E+29,,,,,-1.091625531,,,
WD,WDJ003952.17+313229.14,2.85E+14,9.17E+29,,,,,-0.9702641099,,,
WD,WDJ004114.62-134805.51,8.12E+15,9.17E+29,,,,,-1.155804052,,,
WD,WDJ002952.24+530830.68,2.69E+16,9.17E+29,,,,,-1.214132238,,,
WD,WDJ003723.80-314647.18,5.84E+15,9.18E+29,,,,,-1.139015218,,,
WD,WDJ004307.12+014658.03,4.08E+15,9.18E+29,,,,,-1.120405465,,,
WD,WDJ002942.48-111013.62,1.25E+15,9.18E+29,,,,,-1.056594498,,,
WD,WDJ003822.57-563524.42,1.38E+16,9.18E+29,,,,,-1.182120677,,,
WD,WDJ004102.69-121513.37,2.71E+15,9.19E+29,,,,,-1.098710751,,,
WD,WDJ003800.94-532611.25,3.83E+14,9.19E+29,,,,,-0.9880341685,,,
WD,WDJ003422.93+343001.03,3.28E+15,9.19E+29,,,,,-1.108872974,,,
WD,WDJ002524.27+395551.96,6.05E+15,9.19E+29,,,,,-1.140801187,,,
WD,WDJ004809.00+660411.54,3.05E+15,9.19E+29,,,,,-1.105159784,,,
WD,WDJ004326.75-850256.13,7.66E+14,9.20E+29,,,,,-1.028691409,,,
WD,WDJ002648.06+384723.65,1.32E+16,9.20E+29,,,,,-1.179746393,,,
WD,WDJ004820.04-044606.27,2.47E+16,9.20E+29,,,,,-1.210029837,,,
WD,WDJ004107.17+533105.13,4.28E+15,9.20E+29,,,,,-1.122939591,,,
WD,WDJ003838.97+051910.52,6.26E+15,9.21E+29,,,,,-1.142537292,,,
WD,WDJ003657.00+215454.96,6.12E+15,9.21E+29,,,,,-1.141335278,,,
WD,WDJ004647.52-023053.53,1.05E+16,9.21E+29,,,,,-1.168723666,,,
WD,WDJ004753.12-235910.66,1.36E+15,9.21E+29,,,,,-1.061273493,,,
WD,WDJ002631.88-150500.06,3.59E+15,9.21E+29,,,,,-1.113581891,,,
WD,WDJ002641.81+462735.57,1.55E+16,9.21E+29,,,,,-1.187504206,,,
WD,WDJ004159.15-155222.61,3.60E+15,9.22E+29,,,,,-1.113748541,,,
WD,WDJ003827.34+410651.16,1.52E+15,9.23E+29,,,,,-1.067056425,,,
WD,WDJ004822.02-262226.91,1.63E+16,9.23E+29,,,,,-1.190161493,,,
WD,WDJ004159.70+331043.00,1.67E+15,9.23E+29,,,,,-1.072487728,,,
WD,WDJ003903.30-703925.84,3.32E+15,9.23E+29,,,,,-1.109400676,,,
WD,WDJ002524.85-580057.02,2.40E+15,9.24E+29,,,,,-1.092098584,,,
WD,WDJ003345.76+574234.65,9.34E+15,9.24E+29,,,,,-1.16261675,,,
WD,WDJ002850.73+255048.63,9.67E+15,9.24E+29,,,,,-1.164321276,,,
WD,WDJ002719.53-133006.91,1.14E+16,9.25E+29,,,,,-1.17236943,,,
WD,WDJ004112.72+432514.01,2.39E+15,9.26E+29,,,,,-1.09173609,,,
WD,WDJ003754.11-314109.55,8.60E+15,9.26E+29,,,,,-1.15842519,,,
WD,WDJ004336.56-501258.80,3.04E+15,9.26E+29,,,,,-1.104769522,,,
WD,WDJ003702.55-472145.62,1.30E+16,9.26E+29,,,,,-1.178786936,,,
WD,WDJ003613.87+453616.84,2.92E+16,9.26E+29,,,,,-1.217863091,,,
WD,WDJ003940.19-430449.51,5.49E+15,9.26E+29,,,,,-1.135571091,,,
WD,WDJ004552.04+495112.28,1.27E+16,9.27E+29,,,,,-1.177694502,,,
WD,WDJ003449.63+283903.91,9.26E+15,9.27E+29,,,,,-1.16211151,,,
WD,WDJ003913.70-081607.39,1.39E+16,9.27E+29,,,,,-1.182329547,,,
WD,WDJ004656.26+391211.76,8.07E+15,9.27E+29,,,,,-1.155177873,,,
WD,WDJ003524.22-012648.74,4.85E+15,9.27E+29,,,,,-1.12918349,,,
WD,WDJ003003.24+045949.89,1.17E+16,9.27E+29,,,,,-1.173802604,,,
WD,WDJ003900.52-502134.34,6.21E+15,9.27E+29,,,,,-1.141938841,,,
WD,WDJ003934.14-035647.20,7.36E+15,9.27E+29,,,,,-1.150506473,,,
WD,WDJ003940.25+604340.82,1.82E+16,9.27E+29,,,,,-1.195129789,,,
WD,WDJ003135.38+094341.44,1.50E+16,9.28E+29,,,,,-1.185979638,,,
WD,WDJ002922.89+081848.28,4.84E+15,9.28E+29,,,,,-1.129064325,,,
WD,WDJ004753.91+581808.08,5.89E+15,9.28E+29,,,,,-1.139139982,,,
WD,WDJ004019.48-023858.01,9.14E+15,9.28E+29,,,,,-1.161423506,,,
WD,WDJ003038.86-683319.63,1.42E+16,9.29E+29,,,,,-1.183209966,,,
WD,WDJ002828.91-311218.13,1.76E+16,9.29E+29,,,,,-1.193619499,,,
WD,WDJ003137.35-615457.37,3.64E+15,9.29E+29,,,,,-1.114184334,,,
WD,WDJ003554.64-474405.66,3.86E+15,9.29E+29,,,,,-1.117164698,,,
WD,WDJ003329.66+252008.56,2.28E+16,9.30E+29,,,,,-1.205899515,,,
WD,WDJ004751.34-413323.51,2.72E+15,9.32E+29,,,,,-1.09858774,,,
WD,WDJ002848.22-023309.86,1.03E+15,9.32E+29,,,,,-1.045298977,,,
WD,WDJ003302.57+205717.63,9.68E+15,9.32E+29,,,,,-1.164147535,,,
WD,WDJ002649.00+492403.79,6.25E+15,9.33E+29,,,,,-1.142083093,,,
WD,WDJ002540.01-393454.56,1.64E+15,9.33E+29,,,,,-1.071084262,,,
WD,WDJ004929.02+224435.80,2.99E+15,9.33E+29,,,,,-1.103552988,,,
WD,WDJ004620.96-311602.97,6.23E+15,9.33E+29,,,,,-1.141898682,,,
WD,WDJ002606.44-404639.79,1.01E+15,9.33E+29,,,,,-1.043931765,,,
WD,WDJ004409.73-194322.32,1.21E+16,9.33E+29,,,,,-1.175243408,,,
WD,WDJ003217.03-592227.96,7.53E+14,9.34E+29,,,,,-1.027212993,,,
WD,WDJ004642.91-024104.68,1.75E+16,9.34E+29,,,,,-1.193230759,,,
WD,WDJ002806.50+010112.07,2.07E+15,9.34E+29,,,,,-1.083851836,,,
WD,WDJ003504.49+342406.55,1.57E+15,9.35E+29,,,,,-1.068714274,,,
WD,WDJ004742.19-084446.25,9.91E+15,9.35E+29,,,,,-1.165240976,,,
WD,WDJ004101.99+155936.77,7.23E+15,9.36E+29,,,,,-1.149360513,,,
WD,WDJ004743.39-382445.92,4.33E+15,9.36E+29,,,,,-1.122990716,,,
WD,WDJ003233.91+611255.84,9.08E+16,9.36E+29,,,,,-1.269320523,,,
WD,WDJ004830.77-393001.52,8.88E+14,9.37E+29,,,,,-1.036580035,,,
WD,WDJ004002.52+063256.41,2.00E+15,9.37E+29,,,,,-1.081715272,,,
WD,WDJ003051.63+591116.16,2.41E+15,9.37E+29,,,,,-1.091870282,,,
WD,WDJ004741.73+213609.91,1.21E+16,9.38E+29,,,,,-1.175146361,,,
WD,WDJ004617.14-213853.20,5.42E+15,9.38E+29,,,,,-1.134556337,,,
WD,WDJ004628.59-372801.09,1.19E+16,9.38E+29,,,,,-1.174193723,,,
WD,WDJ003218.14-411402.23,2.14E+15,9.38E+29,,,,,-1.085440981,,,
WD,WDJ004358.20+144619.14,1.97E+16,9.39E+29,,,,,-1.198647736,,,
WD,WDJ002829.88+533513.64,3.41E+16,9.39E+29,,,,,-1.224663913,,,
WD,WDJ004827.82+262904.33,1.41E+15,9.39E+29,,,,,-1.062367974,,,
WD,WDJ003513.79+221446.05,1.50E+15,9.40E+29,,,,,-1.065785285,,,
WD,WDJ002620.02-311252.67,1.53E+16,9.40E+29,,,,,-1.186516857,,,
WD,WDJ003406.72+243315.41,7.23E+15,9.40E+29,,,,,-1.149254076,,,
WD,WDJ002705.88+310906.45,8.31E+15,9.40E+29,,,,,-1.156269633,,,
WD,WDJ004539.58+542316.78,1.67E+16,9.40E+29,,,,,-1.190701863,,,
WD,WDJ002810.19-055600.56,1.58E+15,9.41E+29,,,,,-1.068818961,,,
WD,WDJ004639.46+170753.12,6.97E+15,9.41E+29,,,,,-1.147349148,,,
WD,WDJ004844.99-404727.48,8.25E+15,9.41E+29,,,,,-1.155890083,,,
WD,WDJ004120.46+115419.69,7.10E+15,9.41E+29,,,,,-1.148277638,,,
WD,WDJ002547.17+253812.36,2.46E+16,9.42E+29,,,,,-1.20918812,,,
WD,WDJ003017.43+431045.49,2.76E+15,9.42E+29,,,,,-1.098988432,,,
WD,WDJ002710.19+660035.66,1.90E+15,9.42E+29,,,,,-1.078900609,,,
WD,WDJ003909.70-012151.58,1.01E+16,9.42E+29,,,,,-1.166142639,,,
WD,WDJ003123.67-331913.63,6.98E+15,9.43E+29,,,,,-1.147367094,,,
WD,WDJ003134.65-002105.45,5.62E+15,9.43E+29,,,,,-1.136322567,,,
WD,WDJ003734.01-395626.73,3.51E+15,9.44E+29,,,,,-1.111766364,,,
WD,WDJ004343.86+300941.68,1.94E+15,9.44E+29,,,,,-1.079982037,,,
WD,WDJ003913.18+270912.65,1.17E+16,9.44E+29,,,,,-1.173145191,,,
WD,WDJ002809.58+503830.60,5.98E+15,9.44E+29,,,,,-1.139454784,,,
WD,WDJ002935.12+383217.22,7.44E+15,9.44E+29,,,,,-1.150604294,,,
WD,WDJ004018.62+601131.83,1.08E+16,9.45E+29,,,,,-1.169384189,,,
WD,WDJ003241.80+213008.83,1.46E+16,9.45E+29,,,,,-1.184040506,,,
WD,WDJ004007.85+012153.55,1.27E+15,9.46E+29,,,,,-1.056562844,,,
WD,WDJ003934.43+360210.04,1.29E+16,9.47E+29,,,,,-1.178042237,,,
WD,WDJ004255.07-630054.93,6.53E+14,9.48E+29,,,,,-1.018584916,,,
WD,WDJ004718.17+293453.32,1.96E+15,9.48E+29,,,,,-1.080289444,,,
WD,WDJ004147.90+263752.44,1.51E+16,9.48E+29,,,,,-1.185536612,,,
WD,WDJ003727.37+214709.22,7.17E+15,9.48E+29,,,,,-1.148586587,,,
WD,WDJ003217.33-405728.79,1.90E+16,9.49E+29,,,,,-1.196778329,,,
WD,WDJ004613.44+282105.14,3.88E+15,9.49E+29,,,,,-1.116922792,,,
WD,WDJ002956.96+240328.29,4.51E+15,9.50E+29,,,,,-1.12474252,,,
WD,WDJ004028.06+755919.53,2.50E+15,9.50E+29,,,,,-1.093502185,,,
WD,WDJ002617.57-290306.39,1.14E+16,9.50E+29,,,,,-1.171689755,,,
WD,WDJ004421.76-713249.64,8.06E+15,9.50E+29,,,,,-1.154449256,,,
WD,WDJ003424.85-305124.20,1.72E+15,9.50E+29,,,,,-1.073335777,,,
WD,WDJ003144.03+014151.77,4.71E+15,9.50E+29,,,,,-1.127033201,,,
WD,WDJ004509.34+530821.79,1.45E+16,9.51E+29,,,,,-1.183608935,,,
WD,WDJ004106.16+714945.82,9.62E+15,9.51E+29,,,,,-1.163293346,,,
WD,WDJ003419.97-341108.71,3.38E+15,9.51E+29,,,,,-1.109617517,,,
WD,WDJ003844.15+522834.53,3.14E+15,9.51E+29,,,,,-1.105673123,,,
WD,WDJ003151.37+433813.55,1.42E+15,9.51E+29,,,,,-1.062585321,,,
WD,WDJ003559.15-003740.74,1.97E+16,9.52E+29,,,,,-1.198480596,,,
WD,WDJ004034.15-505717.40,4.37E+15,9.52E+29,,,,,-1.123038757,,,
WD,WDJ003210.63+174136.10,1.33E+16,9.52E+29,,,,,-1.179355764,,,
WD,WDJ002928.81+222512.03,5.29E+15,9.52E+29,,,,,-1.132951527,,,
WD,WDJ004110.16+250626.95,2.79E+15,9.52E+29,,,,,-1.099257247,,,
WD,WDJ004730.16+814147.39,6.08E+15,9.53E+29,,,,,-1.140114676,,,
WD,WDJ003211.99+004843.17,1.48E+16,9.53E+29,,,,,-1.184338,,,
WD,WDJ003546.24+453040.77,1.07E+16,9.53E+29,,,,,-1.16859096,,,
WD,WDJ004311.59+074527.72,2.63E+15,9.53E+29,,,,,-1.096120351,,,
WD,WDJ003302.32+613117.46,4.10E+15,9.53E+29,,,,,-1.119699696,,,
WD,WDJ002730.78-214507.26,6.42E+14,9.53E+29,,,,,-1.017373036,,,
WD,WDJ004704.53+554654.51,3.67E+15,9.53E+29,,,,,-1.113856113,,,
WD,WDJ003111.09-041154.97,4.59E+15,9.54E+29,,,,,-1.125575368,,,
WD,WDJ002836.37-461758.08,1.78E+15,9.54E+29,,,,,-1.074955034,,,
WD,WDJ004228.17+170103.35,2.66E+15,9.54E+29,,,,,-1.096835974,,,
WD,WDJ004840.91-652150.11,5.78E+15,9.54E+29,,,,,-1.137444181,,,
WD,WDJ003927.54+533212.52,5.49E+15,9.54E+29,,,,,-1.134807907,,,
WD,WDJ002833.21+414515.96,1.36E+15,9.54E+29,,,,,-1.060221153,,,
WD,WDJ002813.61+273128.40,1.55E+16,9.55E+29,,,,,-1.186619785,,,
WD,WDJ003242.85+391348.52,2.25E+15,9.55E+29,,,,,-1.087759778,,,
WD,WDJ004851.41-731321.59,6.01E+15,9.55E+29,,,,,-1.139437753,,,
WD,WDJ003618.65-162916.36,7.66E+15,9.55E+29,,,,,-1.151739832,,,
WD,WDJ004320.55-361837.10,5.74E+15,9.55E+29,,,,,-1.137072477,,,
WD,WDJ004745.06+030722.76,2.70E+16,9.56E+29,,,,,-1.213321225,,,
WD,WDJ005009.58+233733.81,4.01E+15,9.56E+29,,,,,-1.118442492,,,
WD,WDJ004052.36-464111.29,1.09E+16,9.56E+29,,,,,-1.169524083,,,
WD,WDJ004158.64+555814.55,3.05E+15,9.56E+29,,,,,-1.103956694,,,
WD,WDJ002817.87+302825.94,5.89E+15,9.56E+29,,,,,-1.138378238,,,
WD,WDJ003026.13+413101.53,3.52E+15,9.57E+29,,,,,-1.111501271,,,
WD,WDJ003844.52+464340.45,1.02E+16,9.57E+29,,,,,-1.166149758,,,
WD,WDJ003429.79-261755.54,1.92E+15,9.58E+29,,,,,-1.079033056,,,
WD,WDJ004319.62-421614.22,2.97E+15,9.58E+29,,,,,-1.102523271,,,
WD,WDJ005023.74+160806.56,8.66E+15,9.59E+29,,,,,-1.157847902,,,
WD,WDJ003337.84+314626.66,1.35E+16,9.59E+29,,,,,-1.179697595,,,
WD,WDJ003438.56-092507.98,1.27E+16,9.59E+29,,,,,-1.176878036,,,
WD,WDJ004623.10-062144.79,2.10E+16,9.59E+29,,,,,-1.201211034,,,
WD,WDJ004226.78-724404.78,1.16E+16,9.60E+29,,,,,-1.172490061,,,
WD,WDJ003242.38-241121.81,5.14E+15,9.60E+29,,,,,-1.131216104,,,
WD,WDJ002907.18-180118.06,9.05E+15,9.60E+29,,,,,-1.160012797,,,
WD,WDJ003924.74+364316.51,1.60E+15,9.60E+29,,,,,-1.068759857,,,
WD,WDJ002554.66+414847.15,9.49E+15,9.60E+29,,,,,-1.162394862,,,
WD,WDJ004108.92-493641.41,3.18E+15,9.60E+29,,,,,-1.106099016,,,
