PType,Name,Radius(m),Mass(Kg),Volume(m^3),Density(Kg/m^3),Log Density,Log Radius,Log D/Log R,Mean,Median,Std. Dev.
GSC,167+040+0078,6.79892E+23,9.69018E+43,,,,,-1.180453068,,,
GSC,151+021+0190,1.04602E+24,1.27245E+43,,,,,-1.231333633,,,
GSC,181+003+0163,9.41785E+23,2.27572E+43,,,,,-1.217439042,,,
GSC,190+037+0192,3.4177E+23,5.38343E+42,,,,,-1.21069742,,,
GSC,247+021+0182,8.41759E+23,1.01551E+43,,,,,-1.228452942,,,
GSC,215+035+0191,2.7179E+23,2.56936E+42,,,,,-1.216808044,,,
GSC,227+014+0186,1.33351E+24,2.56936E+43,,,,,-1.226414691,,,
GSC,229-001+0117,6.30123E+23,3.87852E+43,,,,,-1.194638021,,,
GSC,149+025+0193,6.04051E+23,4.77168E+42,,,,,-1.231510329,,,
GSC,195+003+0184,8.50693E+23,9.78806E+42,,,,,-1.229460506,,,
GSC,202-001+0084,1.66278E+24,3.90299E+44,,,,,-1.184649365,,,
GSC,115+031+0194,7.35726E+23,8.07515E+42,,,,,-1.228283183,,,
GSC,172+023+0138,4.57225E+23,2.03102E+43,,,,,-1.195883696,,,
GSC,250+027+0102,3.90158E+23,3.85405E+43,,,,,-1.178822869,,,
GSC,213+003+0181,6.13565E+23,1.28468E+43,,,,,-1.213933219,,,
GSC,138+005+0144,6.38598E+23,2.1289E+43,,,,,-1.206021487,,,
GSC,173+014+0082,5.90139E+23,1.20026E+44,,,,,-1.171836667,,,
GSC,205+040+0170,1.05472E+24,3.79287E+43,,,,,-1.211853949,,,
GSC,224+024+0162,6.37569E+23,1.70067E+43,,,,,-1.210066003,,,
GSC,221+019+0194,7.85086E+23,1.17457E+43,,,,,-1.223564092,,,
GSC,226+022+0182,1.09077E+24,2.00655E+43,,,,,-1.224443013,,,
GSC,163+008+0167,7.70775E+23,1.23574E+43,,,,,-1.222046797,,,
GSC,192+028+0195,6.4353E+23,5.99518E+42,,,,,-1.229388981,,,
GSC,245+041+0134,1.16828E+24,8.38102E+43,,,,,-1.200846687,,,
GSC,125+015+0153,1.32013E+24,4.12322E+43,,,,,-1.217576662,,,
GSC,195+027+0022,7.47372E+23,4.79248E+44,,,,,-1.154505901,,,
GSC,202+005+0172,4.38761E+23,8.1975E+42,,,,,-1.211184153,,,
GSC,207+049+0168,9.93707E+23,3.40135E+43,,,,,-1.211897305,,,
GSC,255+023+0170,8.86541E+23,2.1289E+43,,,,,-1.216694345,,,
GSC,254+024+0189,5.09729E+23,4.77168E+42,,,,,-1.226009987,,,
GSC,187+032+0174,4.69711E+23,8.4422E+42,,,,,-1.212881472,,,
GSC,247+040+0029,4.04734E+23,1.84872E+44,,,,,-1.151206441,,,
GSC,171+016+0172,1.01904E+24,2.25125E+43,,,,,-1.220176815,,,
GSC,182+038+0195,6.41379E+23,5.75048E+42,,,,,-1.230041043,,,
GSC,191+040+0191,5.55205E+23,6.23989E+42,,,,,-1.223876249,,,
GSC,216+026+0172,4.42372E+23,9.29865E+42,,,,,-1.209138462,,,
GSC,189+009+0166,4.79487E+23,8.56455E+42,,,,,-1.213292756,,,
GSC,170+020+0167,1.01276E+24,2.36137E+43,,,,,-1.219113671,,,
GSC,225+016+0195,6.28837E+23,5.75048E+42,,,,,-1.229403201,,,
GSC,248+035+0190,5.03021E+23,4.89403E+42,,,,,-1.225115504,,,
GSC,167+000+0185,6.20058E+23,5.38343E+42,,,,,-1.230152746,,,
GSC,112+040+0117,5.34742E+23,3.62158E+43,,,,,-1.190469135,,,
GSC,170+047+0110,6.64038E+23,6.36224E+43,,,,,-1.187340619,,,
GSC,173+040+0183,1.08131E+24,1.52938E+43,,,,,-1.229070639,,,
GSC,183+027+0180,5.38377E+23,6.85164E+42,,,,,-1.221164237,,,
GSC,197+013+0180,1.16314E+24,1.1868E+43,,,,,-1.235978557,,,
GSC,163+020+0169,3.50259E+23,5.62813E+42,,,,,-1.210687304,,,
GSC,230+027+0069,7.03674E+23,1.4572E+44,,,,,-1.174162329,,,
GSC,179+026+0139,9.87864E+23,6.44788E+43,,,,,-1.200130298,,,
GSC,132+018+0186,3.94354E+23,4.64933E+42,,,,,-1.218108806,,,
GSC,141+014+0140,9.44713E+23,3.46253E+43,,,,,-1.20993669,,,
GSC,155+002+0190,5.39268E+23,3.67052E+42,,,,,-1.232640114,,,
GSC,198+027+0187,1.13949E+24,2.3736E+43,,,,,-1.222811116,,,
GSC,137+058+0174,5.60485E+23,1.03998E+43,,,,,-1.214842121,,,
GSC,176+051+0130,5.73502E+23,2.76513E+43,,,,,-1.197716059,,,
GSC,215+048+0071,7.46102E+23,8.69914E+43,,,,,-1.185491836,,,
GSC,130+030+0193,6.76147E+23,4.89403E+42,,,,,-1.234682962,,,
GSC,111+042+0181,7.03056E+23,9.05395E+42,,,,,-1.224734016,,,
GSC,127+044+0145,7.31663E+23,3.26676E+43,,,,,-1.202670542,,,
GSC,189+017+0071,5.5879E+23,8.55231E+43,,,,,-1.176209964,,,
GSC,230+005+0102,5.57603E+23,6.42341E+43,,,,,-1.181374307,,,
GSC,211+006+0113,5.03029E+23,4.27004E+43,,,,,-1.185423926,,,
GSC,156+047+0192,5.48174E+23,4.15992E+42,,,,,-1.230879934,,,
GSC,167+020+0136,6.03276E+23,2.59383E+43,,,,,-1.200549824,,,
GSC,183+014+0158,3.3362E+23,8.80925E+42,,,,,-1.200807829,,,
GSC,140+054+0184,4.85061E+23,4.77168E+42,,,,,-1.224396489,,,
GSC,159+036+0123,5.05215E+23,3.00983E+43,,,,,-1.191976055,,,
GSC,140+063+0120,7.56761E+23,5.04085E+43,,,,,-1.195883862,,,
GSC,170+053+0102,3.76294E+23,3.0343E+43,,,,,-1.182014426,,,
GSC,204+047+0189,4.36828E+23,4.15992E+42,,,,,-1.223500619,,,
GSC,217+024+0136,5.26533E+23,2.42254E+43,,,,,-1.197318183,,,
GSC,250+021+0151,7.61139E+23,3.37688E+43,,,,,-1.203358586,,,
GSC,135+013+0176,6.54053E+23,9.78806E+42,,,,,-1.220973445,,,
GSC,140+008+0131,5.59398E+23,2.45925E+43,,,,,-1.199039203,,,
GSC,172+022+0179,2.56846E+23,3.05877E+42,,,,,-1.211702593,,,
GSC,172+019+0131,6.48139E+23,2.45925E+43,,,,,-1.203875763,,,
GSC,208+012+0145,2.97552E+23,1.01551E+43,,,,,-1.194368879,,,
GSC,219+011+0161,7.26119E+23,2.3369E+43,,,,,-1.20851861,,,
GSC,220+009+0167,6.10601E+23,1.50491E+43,,,,,-1.210886347,,,
GSC,248+024+0193,3.96627E+23,3.42582E+42,,,,,-1.223917378,,,
GSC,138+000+0165,5.31746E+23,9.05395E+42,,,,,-1.215658857,,,
GSC,206+012+0195,4.53801E+23,3.18112E+42,,,,,-1.229668616,,,
GSC,228+006+0175,1.16821E+24,2.31243E+43,,,,,-1.224080584,,,
GSC,153+019+0112,8.73745E+23,8.79702E+43,,,,,-1.190487017,,,
GSC,156+051+0172,4.60632E+23,6.85164E+42,,,,,-1.216072579,,,
GSC,170+021+0192,6.52871E+23,1.01551E+43,,,,,-1.220243414,,,
GSC,225+016+0152,1.41818E+24,4.56368E+43,,,,,-1.218048053,,,
GSC,234-001+0144,7.62331E+23,1.79856E+43,,,,,-1.214865656,,,
GSC,239+021+0173,2.90382E+23,3.91522E+42,,,,,-1.211195388,,,
GSC,260+026+0160,3.93414E+23,9.1763E+42,,,,,-1.205516063,,,
GSC,202+017+0196,6.55645E+23,3.42582E+42,,,,,-1.240195726,,,
GSC,152+046+0195,3.49184E+23,3.18112E+42,,,,,-1.221110538,,,
GSC,175+018+0187,6.93858E+23,5.75048E+42,,,,,-1.23257675,,,
GSC,191-002+0183,6.09136E+23,5.26108E+42,,,,,-1.229998246,,,
GSC,236+051+0157,9.73074E+23,2.38584E+43,,,,,-1.217638313,,,
GSC,153+054+0185,3.95958E+23,4.03757E+42,,,,,-1.220838413,,,
GSC,218+055+0140,3.86284E+23,1.30915E+43,,,,,-1.198369019,,,
GSC,158+052+0135,6.51473E+23,2.65501E+43,,,,,-1.20264703,,,
GSC,182-000+0182,6.42272E+23,6.85164E+42,,,,,-1.226889956,,,
GSC,199+051+0193,2.50841E+23,2.20231E+42,,,,,-1.217014394,,,
GSC,206+013+0152,6.6384E+23,1.17457E+43,,,,,-1.218131315,,,
GSC,211+027+0156,7.68343E+23,2.89971E+43,,,,,-1.206436235,,,
GSC,235+041+0142,6.61532E+23,1.77409E+43,,,,,-1.210499572,,,
GSC,213-000+0186,4.85601E+23,4.28227E+42,,,,,-1.226416842,,,
GSC,134+038+0094,7.756E+23,9.05395E+43,,,,,-1.186044083,,,
GSC,235+032+0196,1.14836E+24,1.56609E+43,,,,,-1.230565659,,,
GSC,159+012+0189,6.88315E+23,8.56455E+42,,,,,-1.225061113,,,
GSC,158+019+0168,5.88696E+23,1.23574E+43,,,,,-1.213292653,,,
GSC,161+031+0114,4.99042E+23,2.47148E+43,,,,,-1.195180087,,,
GSC,130+053+0181,5.9181E+23,5.50578E+42,,,,,-1.228234583,,,
GSC,146+033+0133,3.44336E+23,1.6762E+43,,,,,-1.189987232,,,
GSC,163+011+0131,9.27585E+23,6.26436E+43,,,,,-1.19860014,,,
GSC,182+012+0170,4.70331E+23,9.66571E+42,,,,,-1.210441765,,,
GSC,209-001+0148,7.42936E+23,2.19008E+43,,,,,-1.210445399,,,
GSC,207+018+0188,7.2302E+23,9.421E+42,,,,,-1.224915492,,,
GSC,152+020+0149,4.2472E+23,1.03998E+43,,,,,-1.205740964,,,
GSC,152-000+0097,1.06058E+24,1.35442E+44,,,,,-1.18902479,,,
GSC,170+027+0172,4.13575E+23,6.36224E+42,,,,,-1.213900264,,,
GSC,175+025+0184,2.59307E+23,3.05877E+42,,,,,-1.212018918,,,
GSC,178+067+0117,4.73399E+23,3.71946E+43,,,,,-1.185935385,,,
GSC,187+041+0174,2.51765E+23,3.54817E+42,,,,,-1.208284955,,,
GSC,253+037+0165,1.00721E+24,3.13218E+43,,,,,-1.213825536,,,
GSC,116+045+0186,2.49673E+23,2.32466E+42,,,,,-1.215856347,,,
GSC,154+033+0128,4.1674E+23,2.43478E+43,,,,,-1.189474354,,,
GSC,155+049+0142,6.95239E+23,2.7896E+43,,,,,-1.203875007,,,
GSC,186-000+0159,7.95219E+23,1.78632E+43,,,,,-1.216359726,,,
GSC,245+025+0190,3.27162E+23,2.93642E+42,,,,,-1.220448631,,,
GSC,131+042+0150,3.37479E+23,9.91041E+42,,,,,-1.199015684,,,
GSC,133+041+0140,5.94825E+23,2.28796E+43,,,,,-1.202378233,,,
GSC,166+049+0179,2.67794E+23,3.67052E+42,,,,,-1.209706497,,,
GSC,164+056+0135,3.17066E+23,1.00328E+43,,,,,-1.196712449,,,
GSC,165+066+0191,5.3718E+23,5.26108E+42,,,,,-1.225926097,,,
GSC,187+015+0191,4.10765E+23,2.93642E+42,,,,,-1.227896613,,,
GSC,189+025+0173,9.44176E+23,1.28468E+43,,,,,-1.227878471,,,
GSC,203+059+0072,5.23242E+23,9.58006E+43,,,,,-1.171937132,,,
GSC,126+017+0091,2.94742E+23,2.44701E+43,,,,,-1.177777428,,,
GSC,158+042+0165,7.70185E+23,1.8842E+43,,,,,-1.214352522,,,
GSC,161+049+0173,7.19473E+23,9.91041E+42,,,,,-1.22383464,,,
GSC,216+055+0131,4.23689E+23,1.4315E+43,,,,,-1.199787605,,,
GSC,204+038+0184,6.86539E+23,5.38343E+42,,,,,-1.233437026,,,
GSC,208+024+0139,6.95694E+23,3.98863E+43,,,,,-1.197383543,,,
GSC,209+026+0178,4.60863E+23,5.50578E+42,,,,,-1.2201026,,,
GSC,218+044+0181,5.34097E+23,5.26108E+42,,,,,-1.225739205,,,
GSC,229+041+0194,5.58547E+23,3.05877E+42,,,,,-1.237109869,,,
GSC,241+016+0133,1.14357E+24,6.66811E+43,,,,,-1.204279676,,,
GSC,143+031+0126,3.72025E+23,1.29692E+43,,,,,-1.197293494,,,
GSC,173+012+0173,6.21338E+23,1.12563E+43,,,,,-1.216756166,,,
GSC,169+054+0141,3.19191E+23,1.1501E+43,,,,,-1.194411422,,,
GSC,196+020+0193,6.97268E+23,3.42582E+42,,,,,-1.242168626,,,
GSC,218+004+0157,5.09076E+23,1.17457E+43,,,,,-1.209466461,,,
GSC,130+016+0186,3.06128E+23,2.93642E+42,,,,,-1.218261877,,,
GSC,112+041+0197,4.65073E+23,2.07996E+42,,,,,-1.23826216,,,
GSC,137+027+0183,4.92624E+23,6.60694E+42,,,,,-1.218934964,,,
GSC,159+015+0196,2.87736E+23,2.20231E+42,,,,,-1.22154389,,,
GSC,150+044+0153,4.6132E+23,1.05222E+43,,,,,-1.208248297,,,
GSC,175+032+0133,5.99122E+23,2.05549E+43,,,,,-1.204571571,,,
GSC,176+035+0173,6.10145E+23,9.29865E+42,,,,,-1.219652724,,,
GSC,176+045+0145,6.81012E+23,1.61503E+43,,,,,-1.2131576,,,
GSC,217+005+0113,6.13898E+23,3.96416E+43,,,,,-1.193379474,,,
GSC,215+000+0169,3.14136E+23,3.54817E+42,,,,,-1.215614541,,,
GSC,243+026+0186,3.64392E+23,2.81407E+42,,,,,-1.224768204,,,
GSC,249+028+0195,4.15173E+23,2.32466E+42,,,,,-1.232540195,,,
GSC,252+019+0193,9.25021E+23,7.9528E+42,,,,,-1.235910707,,,
GSC,125+032+0173,4.61175E+23,5.75048E+42,,,,,-1.219326618,,,
GSC,132+039+0177,2.89746E+23,2.81407E+42,,,,,-1.217235769,,,
GSC,149+018+0160,2.71233E+23,5.26108E+42,,,,,-1.203457923,,,
GSC,159+044+0124,6.59066E+23,2.3369E+43,,,,,-1.205353769,,,
GSC,176+049+0194,4.94169E+23,4.40463E+42,,,,,-1.226469091,,,
GSC,187+008+0089,5.24538E+23,5.6526E+43,,,,,-1.181679381,,,
GSC,208+014+0127,9.19102E+23,3.90299E+43,,,,,-1.206874911,,,
GSC,210+000+0185,2.65445E+23,2.32466E+42,,,,,-1.217882696,,,
GSC,137+043+0177,3.48871E+23,4.64933E+42,,,,,-1.214080596,,,
GSC,120+028+0141,5.46324E+23,1.61503E+43,,,,,-1.205953397,,,
GSC,133+038+0164,6.8722E+23,1.01551E+43,,,,,-1.221906034,,,
GSC,149+030+0190,1.13916E+24,1.22351E+43,,,,,-1.234765177,,,
GSC,167+043+0157,5.98638E+23,9.91041E+42,,,,,-1.217869769,,,
GSC,196+064+0179,7.38807E+23,6.11754E+42,,,,,-1.233469502,,,
GSC,195+057+0196,9.32858E+23,4.52698E+42,,,,,-1.246389515,,,
GSC,250+013+0187,5.30429E+23,4.89403E+42,,,,,-1.226839274,,,
GSC,207+026+0067,7.39225E+23,1.39725E+44,,,,,-1.176564113,,,
GSC,243+038+0185,4.20347E+23,3.54817E+42,,,,,-1.225168836,,,
GSC,243+019+0171,7.89012E+23,1.27245E+43,,,,,-1.22227045,,,
GSC,244+013+0197,6.57085E+23,3.30347E+42,,,,,-1.240929241,,,
GSC,123+022+0163,5.88759E+23,8.31985E+42,,,,,-1.220524302,,,
GSC,236+012+0177,5.05046E+23,5.87283E+42,,,,,-1.221905605,,,
GSC,180+032+0169,5.81555E+23,8.4422E+42,,,,,-1.219857134,,,
GSC,207+028+0077,8.95372E+23,1.45597E+44,,,,,-1.182153539,,,
GSC,200+004+0133,3.69977E+23,1.1868E+43,,,,,-1.198745166,,,
GSC,249+027+0134,5.9926E+23,2.30019E+43,,,,,-1.202524694,,,
GSC,141+054+0125,6.45886E+23,2.43478E+43,,,,,-1.203944095,,,
GSC,172+054+0070,5.39394E+23,6.57023E+43,,,,,-1.179855776,,,
GSC,175+010+0118,3.38514E+23,1.82303E+43,,,,,-1.187867785,,,
GSC,183+017+0182,3.67702E+23,4.64933E+42,,,,,-1.215810841,,,
GSC,183+035+0134,5.73504E+23,2.15337E+43,,,,,-1.202286958,,,
GSC,199+001+0181,6.8266E+23,6.97399E+42,,,,,-1.228537791,,,
GSC,239+028+0077,5.00875E+23,6.17871E+43,,,,,-1.178510439,,,
GSC,225+011+0170,5.56676E+23,9.78806E+42,,,,,-1.215728234,,,
GSC,126+036+0194,6.97427E+23,3.67052E+42,,,,,-1.240919261,,,
GSC,129+040+0194,6.29488E+23,3.67052E+42,,,,,-1.237629283,,,
GSC,141+045+0186,3.09996E+23,3.67052E+42,,,,,-1.214550155,,,
GSC,150+005+0124,7.20854E+23,4.53921E+43,,,,,-1.196195528,,,
GSC,156+034+0173,7.36138E+23,9.29865E+42,,,,,-1.225734098,,,
GSC,156+010+0108,9.70399E+23,1.00817E+44,,,,,-1.191456414,,,
GSC,165+022+0149,2.50023E+23,6.48459E+42,,,,,-1.196861715,,,
GSC,183+006+0171,3.03627E+23,3.30347E+42,,,,,-1.215813195,,,
GSC,186+047+0188,6.8222E+23,6.85164E+42,,,,,-1.228839507,,,
GSC,190+019+0165,6.31056E+23,1.24798E+43,,,,,-1.21537829,,,
GSC,201+066+0182,3.6027E+23,3.54817E+42,,,,,-1.22012239,,,
GSC,214+023+0138,3.78427E+23,1.4315E+43,,,,,-1.196041388,,,
GSC,255+033+0086,8.24189E+23,1.09504E+44,,,,,-1.184592223,,,
GSC,212+030+0186,5.74351E+23,5.75048E+42,,,,,-1.226469915,,,
GSC,258+029+0196,3.23984E+23,1.22351E+42,,,,,-1.236299653,,,
GSC,132+000+0195,3.86275E+23,2.32466E+42,,,,,-1.230192257,,,
GSC,126+034+0157,5.50147E+23,1.10116E+43,,,,,-1.213188526,,,
GSC,152-000+0186,7.40679E+23,7.21869E+42,,,,,-1.230539381,,,
GSC,129+018+0117,7.4315E+23,4.23333E+43,,,,,-1.198464425,,,
GSC,154+014+0146,9.56811E+23,3.16888E+43,,,,,-1.211954118,,,
GSC,163+018+0136,4.91121E+23,2.27572E+43,,,,,-1.19616352,,,
GSC,170+000+0101,5.6557E+23,4.61262E+43,,,,,-1.187900878,,,
GSC,178+015+0113,5.44394E+23,2.86301E+43,,,,,-1.195361864,,,
GSC,200+014+0153,5.62678E+23,1.24798E+43,,,,,-1.211635661,,,
GSC,207+032+0193,3.18717E+23,2.56936E+42,,,,,-1.222056095,,,
GSC,246+025+0184,3.40844E+23,2.81407E+42,,,,,-1.222579555,,,
GSC,122+020+0143,7.16148E+23,2.32466E+43,,,,,-1.208163214,,,
GSC,135+008+0150,6.29047E+23,1.92091E+43,,,,,-1.207404285,,,
GSC,136+061+0179,3.87287E+23,3.79287E+42,,,,,-1.221264145,,,
GSC,204+054+0164,7.88507E+23,1.50491E+43,,,,,-1.219200347,,,
GSC,199+042+0181,6.5862E+23,4.03757E+42,,,,,-1.237345187,,,
GSC,221+048+0176,3.42966E+23,3.30347E+42,,,,,-1.219824288,,,
GSC,226+007+0141,1.09773E+24,3.98863E+43,,,,,-1.21223602,,,
GSC,239+040+0181,7.68118E+23,5.75048E+42,,,,,-1.235844211,,,
GSC,256+035+0160,4.28085E+23,8.4422E+42,,,,,-1.209833793,,,
GSC,123+044+0184,3.16036E+23,2.44701E+42,,,,,-1.222680137,,,
GSC,136+010+0134,3.82568E+23,1.26021E+43,,,,,-1.19874998,,,
GSC,139+005+0134,3.11405E+23,8.4422E+42,,,,,-1.19930276,,,
GSC,158+016+0179,5.41078E+23,3.79287E+42,,,,,-1.232148457,,,
GSC,158+004+0156,8.45508E+23,2.00655E+43,,,,,-1.216234742,,,
GSC,122+035+0084,4.69004E+23,5.00414E+43,,,,,-1.180181669,,,
GSC,162+003+0150,9.81652E+23,2.15337E+43,,,,,-1.21977717,,,
GSC,158+049+0196,3.22921E+23,2.93642E+42,,,,,-1.220019621,,,
GSC,154+048+0134,5.64136E+23,1.82303E+43,,,,,-1.204790754,,,
GSC,174+025+0156,7.12031E+23,1.93314E+43,,,,,-1.211333124,,,
GSC,176-001+0109,6.65673E+23,3.16888E+43,,,,,-1.200128129,,,
GSC,175+005+0098,4.68074E+23,5.24885E+43,,,,,-1.179239415,,,
GSC,196+047+0144,9.16562E+23,2.19008E+43,,,,,-1.217257227,,,
GSC,217+056+0106,5.83627E+23,3.00983E+43,,,,,-1.196742896,,,
GSC,212+043+0139,7.21638E+23,1.98208E+43,,,,,-1.211314375,,,
GSC,217+020+0100,8.41129E+23,6.39894E+43,,,,,-1.195014956,,,
GSC,227+036+0164,2.63537E+23,4.15992E+42,,,,,-1.206853603,,,
GSC,124+031+0181,4.37209E+23,3.67052E+42,,,,,-1.225828406,,,
GSC,135+038+0190,5.72859E+23,3.54817E+42,,,,,-1.23521206,,,
GSC,143+019+0180,5.85124E+23,5.26108E+42,,,,,-1.228697478,,,
GSC,155+034+0147,5.57366E+23,1.35809E+43,,,,,-1.20977891,,,
GSC,181+035+0189,4.13379E+23,3.05877E+42,,,,,-1.227352627,,,
GSC,197+039+0073,4.53523E+23,5.6159E+43,,,,,-1.176942947,,,
GSC,231+041+0153,2.69579E+23,6.48459E+42,,,,,-1.199378651,,,
GSC,246+041+0183,7.60588E+23,1.00328E+43,,,,,-1.225406533,,,
GSC,256+035+0186,6.18117E+23,5.26108E+42,,,,,-1.23047111,,,
GSC,177+037+0174,2.73085E+23,3.42582E+42,,,,,-1.211634071,,,
GSC,120+015+0195,5.02217E+23,3.67052E+42,,,,,-1.230334964,,,
GSC,146+009+0188,3.0825E+23,2.32466E+42,,,,,-1.222808789,,,
GSC,139+036+0191,7.56136E+23,6.11754E+42,,,,,-1.234214415,,,
GSC,120+044+0130,3.67152E+23,1.10116E+43,,,,,-1.199871109,,,
GSC,163+020+0194,2.76899E+23,1.46821E+42,,,,,-1.227790744,,,
GSC,151+068+0194,4.08932E+23,3.18112E+42,,,,,-1.226278586,,,
GSC,230+008+0039,4.07651E+23,1.42294E+44,,,,,-1.156265778,,,
GSC,217+063+0140,9.80481E+23,3.02206E+43,,,,,-1.213603834,,,
GSC,232+029+0066,3.05403E+23,4.09875E+43,,,,,-1.169436029,,,
GSC,209+000+0166,4.2634E+23,5.26108E+42,,,,,-1.218391002,,,
GSC,250+032+0137,4.15606E+23,1.28468E+43,,,,,-1.20113974,,,
GSC,120+032+0187,5.08716E+23,3.05877E+42,,,,,-1.234091879,,,
GSC,145+008+0137,5.26603E+23,1.45597E+43,,,,,-1.206643969,,,
GSC,191+060+0152,7.57203E+23,1.71291E+43,,,,,-1.215533838,,,
GSC,213-000+0126,5.80196E+23,2.19008E+43,,,,,-1.202359212,,,
GSC,184+053+0196,2.89581E+23,1.71291E+42,,,,,-1.226406369,,,
GSC,201+023+0191,2.48114E+23,1.95761E+42,,,,,-1.218839164,,,
GSC,256+034+0099,4.40659E+23,2.31243E+43,,,,,-1.192277374,,,
GSC,137+030+0181,5.67714E+23,5.50578E+42,,,,,-1.226888104,,,
GSC,124+030+0149,6.60946E+23,1.38256E+43,,,,,-1.21501677,,,
GSC,161+058+0117,8.35967E+23,4.2578E+43,,,,,-1.202208949,,,
GSC,195+051+0120,7.29745E+23,3.00983E+43,,,,,-1.204075524,,,
GSC,217+025+0099,5.225E+23,3.14441E+43,,,,,-1.192288763,,,
GSC,209+015+0184,5.29051E+23,5.13873E+42,,,,,-1.225861664,,,
GSC,209+007+0183,4.37942E+23,4.15992E+42,,,,,-1.223583741,,,
GSC,215+009+0161,2.87641E+23,4.52698E+42,,,,,-1.208193623,,,
GSC,239+031+0153,4.2381E+23,7.70809E+42,,,,,-1.211175653,,,
GSC,136+011+0173,4.43924E+23,3.54817E+42,,,,,-1.226947674,,,
GSC,151+019+0196,4.20827E+23,4.89403E+41,,,,,-1.261623868,,,
GSC,168+016+0196,7.29766E+23,5.50578E+42,,,,,-1.234991167,,,
GSC,138+003+0163,5.65044E+23,8.07515E+42,,,,,-1.219732401,,,
GSC,153+024+0179,5.7139E+23,7.9528E+42,,,,,-1.220374993,,,
GSC,153+047+0164,6.21868E+23,8.56455E+42,,,,,-1.221772165,,,
GSC,131+060+0131,5.43787E+23,2.21455E+43,,,,,-1.200024252,,,
GSC,169+007+0152,3.79112E+23,6.48459E+42,,,,,-1.210687066,,,
GSC,187+010+0168,6.16572E+23,1.16233E+43,,,,,-1.215919698,,,
GSC,227+007+0045,3.40577E+23,6.85164E+43,,,,,-1.163636317,,,
GSC,208+009+0135,7.14951E+23,3.78064E+43,,,,,-1.199254662,,,
GSC,210+030+0148,3.69808E+23,9.1763E+42,,,,,-1.203469862,,,
GSC,228+054+0158,5.80805E+23,1.17457E+43,,,,,-1.213779896,,,
GSC,245+029+0096,5.06556E+23,3.91522E+43,,,,,-1.187245601,,,
GSC,218+001+0138,5.24652E+23,1.81079E+43,,,,,-1.202529078,,,
GSC,221+016+0175,5.63311E+23,5.38343E+42,,,,,-1.227046554,,,
GSC,241+027+0169,6.60976E+23,1.11339E+43,,,,,-1.218966078,,,
GSC,256+021+0193,3.89069E+23,2.44701E+42,,,,,-1.2294828,,,
GSC,238+047+0193,2.51171E+23,1.46821E+42,,,,,-1.224583204,,,
GSC,126+019+0099,3.9685E+23,2.5816E+43,,,,,-1.186767359,,,
GSC,141+041+0144,3.75611E+23,8.80925E+42,,,,,-1.204737209,,,
GSC,133+029+0085,3.47522E+23,2.72842E+43,,,,,-1.181306889,,,
GSC,163+047+0177,4.04467E+23,3.30347E+42,,,,,-1.225225996,,,
GSC,174+006+0189,4.64801E+23,4.28227E+42,,,,,-1.224992101,,,
GSC,180-000+0169,5.76823E+23,9.78806E+42,,,,,-1.216887662,,,
GSC,183+026+0166,4.31988E+23,4.52698E+42,,,,,-1.221583178,,,
GSC,179+056+0063,2.55479E+23,3.46253E+43,,,,,-1.166503499,,,
GSC,183+063+0131,3.81224E+23,1.3948E+43,,,,,-1.196764474,,,
GSC,216+016+0051,4.37754E+23,6.32553E+43,,,,,-1.17357182,,,
GSC,228+000+0092,4.67543E+23,2.96089E+43,,,,,-1.189706106,,,
GSC,213+022+0156,7.42749E+23,1.6762E+43,,,,,-1.21530225,,,
GSC,132+024+0176,5.71553E+23,7.58574E+42,,,,,-1.221248118,,,
GSC,132+012+0150,4.35004E+23,1.00328E+43,,,,,-1.207189811,,,
GSC,124+022+0095,3.63173E+23,2.41031E+43,,,,,-1.185068829,,,
GSC,160+003+0182,6.21755E+23,5.26108E+42,,,,,-1.23066067,,,
GSC,135+063+0164,4.53306E+23,6.72929E+42,,,,,-1.215878307,,,
GSC,172+034+0195,5.66096E+23,3.54817E+42,,,,,-1.234828859,,,
GSC,192+062+0105,3.55339E+23,1.77409E+43,,,,,-1.189990563,,,
GSC,191+033+0133,4.75256E+23,1.46821E+43,,,,,-1.203115739,,,
GSC,201+057+0118,5.13515E+23,2.39807E+43,,,,,-1.196677502,,,
GSC,193+036+0160,5.57415E+23,1.00328E+43,,,,,-1.215319928,,,
GSC,201+059+0151,7.96779E+23,1.21127E+43,,,,,-1.223482162,,,
GSC,235+005+0110,7.6526E+23,4.14769E+43,,,,,-1.199796463,,,
GSC,216+032+0195,2.63219E+23,1.71291E+42,,,,,-1.223267174,,,
GSC,238+020+0135,3.62972E+23,1.07669E+43,,,,,-1.199905415,,,
GSC,239+035+0159,1.00323E+24,1.60279E+43,,,,,-1.225820775,,,
GSC,242+030+0158,3.10888E+23,5.62813E+42,,,,,-1.206743062,,,
GSC,249+028+0144,7.75165E+23,2.88748E+43,,,,,-1.206801312,,,
GSC,244+009+0147,7.39853E+23,1.98208E+43,,,,,-1.212125653,,,
GSC,230+009+0179,4.08602E+23,3.79287E+42,,,,,-1.223016987,,,
GSC,241+024+0175,7.1981E+23,9.1763E+42,,,,,-1.225250744,,,
GSC,124+041+0190,3.52077E+23,2.93642E+42,,,,,-1.222857569,,,
GSC,154+010+0189,3.59676E+23,2.69172E+42,,,,,-1.22516145,,,
